region,season,tech,step,year,SupplyPrice
2,1,13,1,2035,999
2,1,13,1,2036,999
2,1,13,1,2037,999
2,1,13,1,2038,999
2,1,13,1,2039,999
2,1,13,1,2040,999
2,1,13,1,2041,999
2,1,13,1,2042,999
2,1,13,1,2043,999
2,1,13,1,2044,999
2,1,13,1,2045,999
2,1,13,1,2046,999
2,1,13,1,2047,999
2,1,13,1,2048,999
2,1,13,1,2049,999
2,1,13,1,2050,999
2,1,14,1,2023,0.0001
2,1,14,1,2024,0.0001
2,1,14,1,2025,0.0001
2,1,14,1,2026,0.0001
2,1,14,1,2027,0.0001
2,1,14,1,2028,0.0001
2,1,14,1,2029,0.0001
2,1,14,1,2030,0.0001
2,1,14,1,2031,0.0001
2,1,14,1,2032,0.0001
2,1,14,1,2033,0.0001
2,1,14,1,2034,0.0001
2,1,14,1,2035,0.0001
2,1,14,1,2036,0.0001
2,1,14,1,2037,0.0001
2,1,14,1,2038,0.0001
2,1,14,1,2039,0.0001
2,1,14,1,2040,0.0001
2,1,14,1,2041,0.0001
2,1,14,1,2042,0.0001
2,1,14,1,2043,0.0001
2,1,14,1,2044,0.0001
2,1,14,1,2045,0.0001
2,1,14,1,2046,0.0001
2,1,14,1,2047,0.0001
2,1,14,1,2048,0.0001
2,1,14,1,2049,0.0001
2,1,14,1,2050,0.0001
2,1,15,1,2023,0.0001
2,1,15,1,2024,0.0001
2,1,15,1,2025,0.0001
2,1,15,1,2026,0.0001
2,1,15,1,2027,0.0001
2,1,15,1,2028,0.0001
2,1,15,1,2029,0.0001
2,1,15,1,2030,0.0001
2,1,15,1,2031,0.0001
2,1,15,1,2032,0.0001
2,1,15,1,2033,0.0001
2,1,15,1,2034,0.0001
2,1,15,1,2035,0.0001
2,1,15,1,2036,0.0001
2,1,15,1,2037,0.0001
2,1,15,1,2038,0.0001
2,1,15,1,2039,0.0001
2,1,15,1,2040,0.0001
2,1,15,1,2041,0.0001
2,1,15,1,2042,0.0001
2,1,15,1,2043,0.0001
2,1,15,1,2044,0.0001
2,1,15,1,2045,0.0001
2,1,15,1,2046,0.0001
2,1,15,1,2047,0.0001
2,1,15,1,2048,0.0001
2,1,15,1,2049,0.0001
2,1,15,1,2050,0.0001
2,1,15,2,2023,0.0001
2,1,15,2,2024,0.0001
2,1,15,2,2025,0.0001
2,1,15,2,2026,0.0001
2,1,15,2,2027,0.0001
2,1,15,2,2028,0.0001
2,1,15,2,2029,0.0001
2,1,15,2,2030,0.0001
2,1,15,2,2031,0.0001
2,1,15,2,2032,0.0001
2,1,15,2,2033,0.0001
2,1,15,2,2034,0.0001
2,1,15,2,2035,0.0001
2,1,15,2,2036,0.0001
2,1,15,2,2037,0.0001
2,1,15,2,2038,0.0001
2,1,15,2,2039,0.0001
2,1,15,2,2040,0.0001
2,1,15,2,2041,0.0001
2,1,15,2,2042,0.0001
2,1,15,2,2043,0.0001
2,1,15,2,2044,0.0001
2,1,15,2,2045,0.0001
2,1,15,2,2046,0.0001
2,1,15,2,2047,0.0001
2,1,15,2,2048,0.0001
2,1,15,2,2049,0.0001
2,1,15,2,2050,0.0001
2,2,1,1,2023,12.9
2,2,1,1,2024,12.8
2,2,1,1,2025,12.8
2,2,1,1,2026,12.7
2,2,1,1,2027,12.7
2,2,1,1,2028,12.6
2,2,1,1,2029,12.6
2,2,1,1,2030,12.5
2,2,1,1,2031,12.4
2,2,1,1,2032,12.4
2,2,1,1,2033,12.3
2,2,1,1,2034,12.3
2,2,1,1,2035,12.2
2,2,1,1,2036,12.2
2,2,1,1,2037,12.1
2,2,1,1,2038,12.1
2,2,1,1,2039,12
2,2,1,1,2040,12
2,2,1,1,2041,11.9
2,2,1,1,2042,11.9
2,2,1,1,2043,11.8
2,2,1,1,2044,11.8
2,2,1,1,2045,11.7
2,2,1,1,2046,11.7
2,2,1,1,2047,11.6
2,2,1,1,2048,11.5
2,2,1,1,2049,11.5
2,2,1,1,2050,11.4
2,2,1,2,2023,14.3
2,2,1,2,2024,14.2
2,2,1,2,2025,14.1
2,2,1,2,2026,14
2,2,1,2,2027,13.9
2,2,1,2,2028,13.8
2,2,1,2,2029,13.8
2,2,1,2,2030,13.7
2,2,1,2,2031,13.6
2,2,1,2,2032,13.5
2,2,1,2,2033,13.4
2,2,1,2,2034,13.3
2,2,1,2,2035,13.2
2,2,1,2,2036,13.1
2,2,1,2,2037,13
2,2,1,2,2038,13
2,2,1,2,2039,12.9
2,2,1,2,2040,12.8
2,2,1,2,2041,12.7
2,2,1,2,2042,12.6
2,2,1,2,2043,12.5
2,2,1,2,2044,12.4
2,2,1,2,2045,12.3
2,2,1,2,2046,12.2
2,2,1,2,2047,12.2
2,2,1,2,2048,12.1
2,2,1,2,2049,12
2,2,1,2,2050,11.9
2,2,1,3,2023,14
2,2,1,3,2024,14
2,2,1,3,2025,14
2,2,1,3,2026,14
2,2,1,3,2027,13.9
2,2,1,3,2028,13.9
2,2,1,3,2029,13.9
2,2,1,3,2030,13.9
2,2,1,3,2031,13.9
2,2,1,3,2032,13.9
2,2,1,3,2033,13.9
2,2,1,3,2034,13.9
2,2,1,3,2035,13.9
2,2,1,3,2036,13.9
2,2,1,3,2037,13.8
2,2,1,3,2038,13.8
2,2,1,3,2039,13.8
2,2,1,3,2040,13.8
2,2,1,3,2041,13.8
2,2,1,3,2042,13.8
2,2,1,3,2043,13.8
2,2,1,3,2044,13.8
2,2,1,3,2045,13.8
2,2,1,3,2046,13.8
2,2,1,3,2047,13.7
2,2,1,3,2048,13.7
2,2,1,3,2049,13.7
2,2,1,3,2050,13.7
2,2,2,1,2023,21.9
2,2,2,1,2024,22.3
2,2,2,1,2025,22.6
2,2,2,1,2026,23
2,2,2,1,2027,23.3
2,2,2,1,2028,23.6
2,2,2,1,2029,24
2,2,2,1,2030,24.3
2,2,2,1,2031,24.6
2,2,2,1,2032,25
2,2,2,1,2033,25.3
2,2,2,1,2034,25.6
2,2,2,1,2035,26
2,2,2,1,2036,26.3
2,2,2,1,2037,26.6
2,2,2,1,2038,27
2,2,2,1,2039,27.3
2,2,2,1,2040,27.6
2,2,2,1,2041,28
2,2,2,1,2042,28.3
2,2,2,1,2043,28.6
2,2,2,1,2044,29
2,2,2,1,2045,29.3
2,2,2,1,2046,29.6
2,2,2,1,2047,30
2,2,2,1,2048,30.3
2,2,2,1,2049,30.6
2,2,2,1,2050,31
2,2,2,2,2023,34.10666667
2,2,2,2,2024,34.20666667
2,2,2,2,2025,34.30666667
2,2,2,2,2026,34.38
2,2,2,2,2027,34.47333333
2,2,2,2,2028,34.58
2,2,2,2,2029,34.68
2,2,2,2,2030,34.75333333
2,2,2,2,2031,34.86
2,2,2,2,2032,34.95333333
2,2,2,2,2033,35.04
2,2,2,2,2034,35.13333333
2,2,2,2,2035,35.24
2,2,2,2,2036,35.32
2,2,2,2,2037,35.42666667
2,2,2,2,2038,35.51333333
2,2,2,2,2039,35.6
2,2,2,2,2040,35.7
2,2,2,2,2041,35.78666667
2,2,2,2,2042,35.88
2,2,2,2,2043,35.98666667
2,2,2,2,2044,36.07333333
2,2,2,2,2045,36.16666667
2,2,2,2,2046,36.26666667
2,2,2,2,2047,36.35333333
2,2,2,2,2048,36.45333333
2,2,2,2,2049,36.54
2,2,2,2,2050,36.63333333
2,2,2,3,2023,31.6
2,2,2,3,2024,31.9
2,2,2,3,2025,32.3
2,2,2,3,2026,32.7
2,2,2,3,2027,33.1
2,2,2,3,2028,33.5
2,2,2,3,2029,33.9
2,2,2,3,2030,34.2
2,2,2,3,2031,34.6
2,2,2,3,2032,35
2,2,2,3,2033,35.4
2,2,2,3,2034,35.8
2,2,2,3,2035,36.2
2,2,2,3,2036,36.5
2,2,2,3,2037,36.9
2,2,2,3,2038,37.3
2,2,2,3,2039,37.7
2,2,2,3,2040,38.1
2,2,2,3,2041,38.5
2,2,2,3,2042,38.8
2,2,2,3,2043,39.2
2,2,2,3,2044,39.6
2,2,2,3,2045,40
2,2,2,3,2046,40.4
2,2,2,3,2047,40.8
2,2,2,3,2048,41.1
2,2,2,3,2049,41.5
2,2,2,3,2050,41.9
2,2,3,1,2023,32.9
2,2,3,1,2024,33
2,2,3,1,2025,33.2
2,2,3,1,2026,33.4
2,2,3,1,2027,33.6
2,2,3,1,2028,33.8
2,2,3,1,2029,34
2,2,3,1,2030,34.2
2,2,3,1,2031,34.3
2,2,3,1,2032,34.5
2,2,3,1,2033,34.7
2,2,3,1,2034,34.9
2,2,3,1,2035,35.1
2,2,3,1,2036,35.3
2,2,3,1,2037,35.5
2,2,3,1,2038,35.7
2,2,3,1,2039,35.8
2,2,3,1,2040,36
2,2,3,1,2041,36.2
2,2,3,1,2042,36.4
2,2,3,1,2043,36.6
2,2,3,1,2044,36.8
2,2,3,1,2045,37
2,2,3,1,2046,37.1
2,2,3,1,2047,37.3
2,2,3,1,2048,37.5
2,2,3,1,2049,37.7
2,2,3,1,2050,37.9
2,2,3,2,2023,58.8
2,2,3,2,2024,58.9
2,2,3,2,2025,58.9
2,2,3,2,2026,59
2,2,3,2,2027,59
2,2,3,2,2028,59.1
2,2,3,2,2029,59.2
2,2,3,2,2030,59.2
2,2,3,2,2031,59.3
2,2,3,2,2032,59.4
2,2,3,2,2033,59.4
2,2,3,2,2034,59.5
2,2,3,2,2035,59.6
2,2,3,2,2036,59.6
2,2,3,2,2037,59.7
2,2,3,2,2038,59.8
2,2,3,2,2039,59.8
2,2,3,2,2040,59.9
2,2,3,2,2041,59.9
2,2,3,2,2042,60
2,2,3,2,2043,60.1
2,2,3,2,2044,60.1
2,2,3,2,2045,60.2
2,2,3,2,2046,60.3
2,2,3,2,2047,60.3
2,2,3,2,2048,60.4
2,2,3,2,2049,60.5
2,2,3,2,2050,60.5
2,2,3,3,2023,165
2,2,3,3,2024,164.4
2,2,3,3,2025,163.8
2,2,3,3,2026,163.2
2,2,3,3,2027,162.6
2,2,3,3,2028,162
2,2,3,3,2029,161.4
2,2,3,3,2030,160.8
2,2,3,3,2031,160.2
2,2,3,3,2032,159.6
2,2,3,3,2033,159
2,2,3,3,2034,158.4
2,2,3,3,2035,157.8
2,2,3,3,2036,157.2
2,2,3,3,2037,156.6
2,2,3,3,2038,156
2,2,3,3,2039,155.4
2,2,3,3,2040,154.8
2,2,3,3,2041,154.2
2,2,3,3,2042,153.6
2,2,3,3,2043,153
2,2,3,3,2044,152.4
2,2,3,3,2045,151.8
2,2,3,3,2046,151.2
2,2,3,3,2047,150.6
2,2,3,3,2048,150
2,2,3,3,2049,149.4
2,2,3,3,2050,148.8
2,2,4,1,2023,13.8
2,2,4,1,2024,14
2,2,4,1,2025,14.2
2,2,4,1,2026,14.4
2,2,4,1,2027,14.6
2,2,4,1,2028,14.7
2,2,4,1,2029,14.9
2,2,4,1,2030,15.1
2,2,4,1,2031,15.3
2,2,4,1,2032,15.5
2,2,4,1,2033,15.7
2,2,4,1,2034,15.9
2,2,4,1,2035,16
2,2,4,1,2036,16.2
2,2,4,1,2037,16.4
2,2,4,1,2038,16.6
2,2,4,1,2039,16.8
2,2,4,1,2040,17
2,2,4,1,2041,17.2
2,2,4,1,2042,17.3
2,2,4,1,2043,17.5
2,2,4,1,2044,17.7
2,2,4,1,2045,17.9
2,2,4,1,2046,18.1
2,2,4,1,2047,18.3
2,2,4,1,2048,18.5
2,2,4,1,2049,18.7
2,2,4,1,2050,18.8
2,2,4,2,2023,15
2,2,4,2,2024,15.2
2,2,4,2,2025,15.4
2,2,4,2,2026,15.6
2,2,4,2,2027,15.8
2,2,4,2,2028,16
2,2,4,2,2029,16.2
2,2,4,2,2030,16.4
2,2,4,2,2031,16.6
2,2,4,2,2032,16.8
2,2,4,2,2033,17
2,2,4,2,2034,17.2
2,2,4,2,2035,17.4
2,2,4,2,2036,17.6
2,2,4,2,2037,17.8
2,2,4,2,2038,18
2,2,4,2,2039,18.2
2,2,4,2,2040,18.4
2,2,4,2,2041,18.6
2,2,4,2,2042,18.8
2,2,4,2,2043,19
2,2,4,2,2044,19.2
2,2,4,2,2045,19.4
2,2,4,2,2046,19.6
2,2,4,2,2047,19.8
2,2,4,2,2048,20
2,2,4,2,2049,20.2
2,2,4,2,2050,20.4
2,2,4,3,2023,16.5
2,2,4,3,2024,16.7
2,2,4,3,2025,16.9
2,2,4,3,2026,17.1
2,2,4,3,2027,17.3
2,2,4,3,2028,17.5
2,2,4,3,2029,17.7
2,2,4,3,2030,17.9
2,2,4,3,2031,18.1
2,2,4,3,2032,18.3
2,2,4,3,2033,18.5
2,2,4,3,2034,18.7
2,2,4,3,2035,18.9
2,2,4,3,2036,19.1
2,2,4,3,2037,19.3
2,2,4,3,2038,19.5
2,2,4,3,2039,19.7
2,2,4,3,2040,19.9
2,2,4,3,2041,20.1
2,2,4,3,2042,20.4
2,2,4,3,2043,20.6
2,2,4,3,2044,20.8
2,2,4,3,2045,21
2,2,4,3,2046,21.2
2,2,4,3,2047,21.4
2,2,4,3,2048,21.6
2,2,4,3,2049,21.8
2,2,4,3,2050,22
2,2,5,1,2023,999
2,2,5,1,2024,999
2,2,5,1,2025,999
2,2,5,1,2026,999
2,2,5,1,2027,999
2,2,5,1,2028,999
2,2,5,1,2029,999
2,2,5,1,2030,999
2,2,5,1,2031,999
2,2,5,1,2032,999
2,2,5,1,2033,999
2,2,5,1,2034,999
2,2,5,1,2035,999
2,2,5,1,2036,999
2,2,5,1,2037,999
2,2,5,1,2038,999
2,2,5,1,2039,999
2,2,5,1,2040,999
2,2,5,1,2041,999
2,2,5,1,2042,999
2,2,5,1,2043,999
2,2,5,1,2044,999
2,2,5,1,2045,999
2,2,5,1,2046,999
2,2,5,1,2047,999
2,2,5,1,2048,999
2,2,5,1,2049,999
2,2,5,1,2050,999
2,2,6,1,2023,3.4
2,2,6,1,2024,3.4
2,2,6,1,2025,3.4
2,2,6,1,2026,3.4
2,2,6,1,2027,3.4
2,2,6,1,2028,3.4
2,2,6,1,2029,3.4
2,2,6,1,2030,3.4
2,2,6,1,2031,3.4
2,2,6,1,2032,3.4
2,2,6,1,2033,3.4
2,2,6,1,2034,3.4
2,2,6,1,2035,3.4
2,2,6,1,2036,3.4
2,2,6,1,2037,3.4
2,2,6,1,2038,3.4
2,2,6,1,2039,3.4
2,2,6,1,2040,3.4
2,2,6,1,2041,3.4
2,2,6,1,2042,3.4
2,2,6,1,2043,3.4
2,2,6,1,2044,3.4
2,2,6,1,2045,3.4
2,2,6,1,2046,3.4
2,2,6,1,2047,3.4
2,2,6,1,2048,3.4
2,2,6,1,2049,3.4
2,2,6,1,2050,3.4
2,2,7,1,2023,28.1
2,2,7,1,2024,28
2,2,7,1,2025,27.9
2,2,7,1,2026,27.8
2,2,7,1,2027,27.7
2,2,7,1,2028,27.7
2,2,7,1,2029,27.6
2,2,7,1,2030,27.5
2,2,7,1,2031,27.4
2,2,7,1,2032,27.3
2,2,7,1,2033,27.3
2,2,7,1,2034,27.2
2,2,7,1,2035,27.1
2,2,7,1,2036,27
2,2,7,1,2037,26.9
2,2,7,1,2038,26.8
2,2,7,1,2039,26.8
2,2,7,1,2040,26.7
2,2,7,1,2041,26.6
2,2,7,1,2042,26.5
2,2,7,1,2043,26.4
2,2,7,1,2044,26.4
2,2,7,1,2045,26.3
2,2,7,1,2046,26.2
2,2,7,1,2047,26.1
2,2,7,1,2048,26
2,2,7,1,2049,26
2,2,7,1,2050,25.9
2,2,8,1,2023,999
2,2,8,1,2024,999
2,2,8,1,2025,999
2,2,8,1,2026,999
2,2,8,1,2027,999
2,2,8,1,2028,999
2,2,8,1,2029,999
2,2,8,1,2030,999
2,2,8,1,2031,999
2,2,8,1,2032,999
2,2,8,1,2033,999
2,2,8,1,2034,999
2,2,8,1,2035,999
2,2,8,1,2036,999
2,2,8,1,2037,999
2,2,8,1,2038,999
2,2,8,1,2039,999
2,2,8,1,2040,999
2,2,8,1,2041,999
2,2,8,1,2042,999
2,2,8,1,2043,999
2,2,8,1,2044,999
2,2,8,1,2045,999
2,2,8,1,2046,999
2,2,8,1,2047,999
2,2,8,1,2048,999
2,2,8,1,2049,999
2,2,8,1,2050,999
2,2,9,1,2023,2.2
2,2,9,1,2024,2.2
2,2,9,1,2025,2.2
2,2,9,1,2026,2.3
2,2,9,1,2027,2.3
2,2,9,1,2028,2.3
2,2,9,1,2029,2.3
2,2,9,1,2030,2.3
2,2,9,1,2031,2.3
2,2,9,1,2032,2.3
2,2,9,1,2033,2.3
2,2,9,1,2034,2.3
2,2,9,1,2035,2.4
2,2,9,1,2036,2.4
2,2,9,1,2037,2.4
2,2,9,1,2038,2.4
2,2,9,1,2039,2.4
2,2,9,1,2040,2.4
2,2,9,1,2041,2.4
2,2,9,1,2042,2.4
2,2,9,1,2043,2.4
2,2,9,1,2044,2.5
2,2,9,1,2045,2.5
2,2,9,1,2046,2.5
2,2,9,1,2047,2.5
2,2,9,1,2048,2.5
2,2,9,1,2049,2.5
2,2,9,1,2050,2.5
2,2,10,1,2023,0.0001
2,2,10,1,2024,0.0001
2,2,10,1,2025,0.0001
2,2,10,1,2026,0.0001
2,2,10,1,2027,0.0001
2,2,10,1,2028,0.0001
2,2,10,1,2029,0.0001
2,2,10,1,2030,0.0001
2,2,10,1,2031,0.0001
2,2,10,1,2032,0.0001
2,2,10,1,2033,0.0001
2,2,10,1,2034,0.0001
2,2,10,1,2035,0.0001
2,2,10,1,2036,0.0001
2,2,10,1,2037,0.0001
2,2,10,1,2038,0.0001
2,2,10,1,2039,0.0001
2,2,10,1,2040,0.0001
2,2,10,1,2041,0.0001
2,2,10,1,2042,0.0001
2,2,10,1,2043,0.0001
2,2,10,1,2044,0.0001
2,2,10,1,2045,0.0001
2,2,10,1,2046,0.0001
2,2,10,1,2047,0.0001
2,2,10,1,2048,0.0001
2,2,10,1,2049,0.0001
2,2,10,1,2050,0.0001
2,2,10,2,2023,0.0001
2,2,10,2,2024,0.0001
2,2,10,2,2025,0.0001
2,2,10,2,2026,0.0001
2,2,10,2,2027,0.0001
2,2,10,2,2028,0.0001
2,2,10,2,2029,0.0001
2,2,10,2,2030,0.0001
2,2,10,2,2031,0.0001
2,2,10,2,2032,0.0001
2,2,10,2,2033,0.0001
2,2,10,2,2034,0.0001
2,2,10,2,2035,0.0001
2,2,10,2,2036,0.0001
2,2,10,2,2037,0.0001
2,2,10,2,2038,0.0001
2,2,10,2,2039,0.0001
2,2,10,2,2040,0.0001
2,2,10,2,2041,0.0001
2,2,10,2,2042,0.0001
2,2,10,2,2043,0.0001
2,2,10,2,2044,0.0001
2,2,10,2,2045,0.0001
2,2,10,2,2046,0.0001
2,2,10,2,2047,0.0001
2,2,10,2,2048,0.0001
2,2,10,2,2049,0.0001
2,2,10,2,2050,0.0001
2,2,11,1,2023,0.0001
2,2,11,1,2024,0.0001
2,2,11,1,2025,0.0001
2,2,11,1,2026,0.0001
2,2,11,1,2027,0.0001
2,2,11,1,2028,0.0001
2,2,11,1,2029,0.0001
2,2,11,1,2030,0.0001
2,2,11,1,2031,0.0001
2,2,11,1,2032,0.0001
2,2,11,1,2033,0.0001
2,2,11,1,2034,0.0001
2,2,11,1,2035,0.0001
2,2,11,1,2036,0.0001
2,2,11,1,2037,0.0001
2,2,11,1,2038,0.0001
2,2,11,1,2039,0.0001
2,2,11,1,2040,0.0001
2,2,11,1,2041,0.0001
2,2,11,1,2042,0.0001
2,2,11,1,2043,0.0001
2,2,11,1,2044,0.0001
2,2,11,1,2045,0.0001
2,2,11,1,2046,0.0001
2,2,11,1,2047,0.0001
2,2,11,1,2048,0.0001
2,2,11,1,2049,0.0001
2,2,11,1,2050,0.0001
2,2,12,1,2023,0.0001
2,2,12,1,2024,0.0001
2,2,12,1,2025,0.0001
2,2,12,1,2026,0.0001
2,2,12,1,2027,0.0001
2,2,12,1,2028,0.0001
2,2,12,1,2029,0.0001
2,2,12,1,2030,0.0001
2,2,12,1,2031,0.0001
2,2,12,1,2032,0.0001
2,2,12,1,2033,0.0001
2,2,12,1,2034,0.0001
2,2,12,1,2035,0.0001
2,2,12,1,2036,0.0001
2,2,12,1,2037,0.0001
2,2,12,1,2038,0.0001
2,2,12,1,2039,0.0001
2,2,12,1,2040,0.0001
2,2,12,1,2041,0.0001
2,2,12,1,2042,0.0001
2,2,12,1,2043,0.0001
2,2,12,1,2044,0.0001
2,2,12,1,2045,0.0001
2,2,12,1,2046,0.0001
2,2,12,1,2047,0.0001
2,2,12,1,2048,0.0001
2,2,12,1,2049,0.0001
2,2,12,1,2050,0.0001
2,2,13,1,2023,999
2,2,13,1,2024,999
2,2,13,1,2025,999
2,2,13,1,2026,999
2,2,13,1,2027,999
2,2,13,1,2028,999
2,2,13,1,2029,999
2,2,13,1,2030,999
2,2,13,1,2031,999
2,2,13,1,2032,999
2,2,13,1,2033,999
2,2,13,1,2034,999
2,2,13,1,2035,999
2,2,13,1,2036,999
2,2,13,1,2037,999
2,2,13,1,2038,999
2,2,13,1,2039,999
2,2,13,1,2040,999
2,2,13,1,2041,999
2,2,13,1,2042,999
2,2,13,1,2043,999
2,2,13,1,2044,999
2,2,13,1,2045,999
2,2,13,1,2046,999
2,2,13,1,2047,999
2,2,13,1,2048,999
2,2,13,1,2049,999
2,2,13,1,2050,999
2,2,14,1,2023,0.0001
2,2,14,1,2024,0.0001
2,2,14,1,2025,0.0001
2,2,14,1,2026,0.0001
2,2,14,1,2027,0.0001
2,2,14,1,2028,0.0001
2,2,14,1,2029,0.0001
2,2,14,1,2030,0.0001
2,2,14,1,2031,0.0001
2,2,14,1,2032,0.0001
2,2,14,1,2033,0.0001
2,2,14,1,2034,0.0001
2,2,14,1,2035,0.0001
2,2,14,1,2036,0.0001
2,2,14,1,2037,0.0001
2,2,14,1,2038,0.0001
2,2,14,1,2039,0.0001
2,2,14,1,2040,0.0001
2,2,14,1,2041,0.0001
2,2,14,1,2042,0.0001
2,2,14,1,2043,0.0001
2,2,14,1,2044,0.0001
2,2,14,1,2045,0.0001
2,2,14,1,2046,0.0001
2,2,14,1,2047,0.0001
2,2,14,1,2048,0.0001
2,2,14,1,2049,0.0001
2,2,14,1,2050,0.0001
2,2,15,1,2023,0.0001
2,2,15,1,2024,0.0001
2,2,15,1,2025,0.0001
2,2,15,1,2026,0.0001
2,2,15,1,2027,0.0001
2,2,15,1,2028,0.0001
2,2,15,1,2029,0.0001
2,2,15,1,2030,0.0001
2,2,15,1,2031,0.0001
2,2,15,1,2032,0.0001
2,2,15,1,2033,0.0001
2,2,15,1,2034,0.0001
2,2,15,1,2035,0.0001
2,2,15,1,2036,0.0001
2,2,15,1,2037,0.0001
2,2,15,1,2038,0.0001
2,2,15,1,2039,0.0001
2,2,15,1,2040,0.0001
2,2,15,1,2041,0.0001
2,2,15,1,2042,0.0001
2,2,15,1,2043,0.0001
2,2,15,1,2044,0.0001
2,2,15,1,2045,0.0001
2,2,15,1,2046,0.0001
2,2,15,1,2047,0.0001
2,2,15,1,2048,0.0001
2,2,15,1,2049,0.0001
2,2,15,1,2050,0.0001
2,2,15,2,2023,0.0001
2,2,15,2,2024,0.0001
2,2,15,2,2025,0.0001
2,2,15,2,2026,0.0001
2,2,15,2,2027,0.0001
2,2,15,2,2028,0.0001
2,2,15,2,2029,0.0001
2,2,15,2,2030,0.0001
2,2,15,2,2031,0.0001
2,2,15,2,2032,0.0001
2,2,15,2,2033,0.0001
2,2,15,2,2034,0.0001
2,2,15,2,2035,0.0001
2,2,15,2,2036,0.0001
2,2,15,2,2037,0.0001
2,2,15,2,2038,0.0001
2,2,15,2,2039,0.0001
2,2,15,2,2040,0.0001
2,2,15,2,2041,0.0001
2,2,15,2,2042,0.0001
2,2,15,2,2043,0.0001
2,2,15,2,2044,0.0001
2,2,15,2,2045,0.0001
2,2,15,2,2046,0.0001
2,2,15,2,2047,0.0001
2,2,15,2,2048,0.0001
2,2,15,2,2049,0.0001
2,2,15,2,2050,0.0001
2,3,1,1,2023,12.9
2,3,1,1,2024,12.8
2,3,1,1,2025,12.8
2,3,1,1,2026,12.7
2,3,1,1,2027,12.7
2,3,1,1,2028,12.6
2,3,1,1,2029,12.6
2,3,1,1,2030,12.5
2,3,1,1,2031,12.4
2,3,1,1,2032,12.4
2,3,1,1,2033,12.3
2,3,1,1,2034,12.3
2,3,1,1,2035,12.2
2,3,1,1,2036,12.2
2,3,1,1,2037,12.1
2,3,1,1,2038,12.1
2,3,1,1,2039,12
2,3,1,1,2040,12
2,3,1,1,2041,11.9
2,3,1,1,2042,11.9
2,3,1,1,2043,11.8
2,3,1,1,2044,11.8
2,3,1,1,2045,11.7
2,3,1,1,2046,11.7
2,3,1,1,2047,11.6
2,3,1,1,2048,11.5
2,3,1,1,2049,11.5
2,3,1,1,2050,11.4
2,3,1,2,2023,14.3
2,3,1,2,2024,14.2
2,3,1,2,2025,14.1
2,3,1,2,2026,14
2,3,1,2,2027,13.9
2,3,1,2,2028,13.8
2,3,1,2,2029,13.8
2,3,1,2,2030,13.7
2,3,1,2,2031,13.6
2,3,1,2,2032,13.5
2,3,1,2,2033,13.4
2,3,1,2,2034,13.3
2,3,1,2,2035,13.2
2,3,1,2,2036,13.1
2,3,1,2,2037,13
2,3,1,2,2038,13
2,3,1,2,2039,12.9
2,3,1,2,2040,12.8
2,3,1,2,2041,12.7
2,3,1,2,2042,12.6
2,3,1,2,2043,12.5
2,3,1,2,2044,12.4
2,3,1,2,2045,12.3
2,3,1,2,2046,12.2
2,3,1,2,2047,12.2
2,3,1,2,2048,12.1
2,3,1,2,2049,12
2,3,1,2,2050,11.9
2,3,1,3,2023,13.8
2,3,1,3,2024,13.8
2,3,1,3,2025,13.8
2,3,1,3,2026,13.8
2,3,1,3,2027,13.8
2,3,1,3,2028,13.8
2,3,1,3,2029,13.8
2,3,1,3,2030,13.8
2,3,1,3,2031,13.7
2,3,1,3,2032,13.7
2,3,1,3,2033,13.7
2,3,1,3,2034,13.7
2,3,1,3,2035,13.7
2,3,1,3,2036,13.7
2,3,1,3,2037,13.7
2,3,1,3,2038,13.7
2,3,1,3,2039,13.7
2,3,1,3,2040,13.7
2,3,1,3,2041,13.7
2,3,1,3,2042,13.7
2,3,1,3,2043,13.7
2,3,1,3,2044,13.7
2,3,1,3,2045,13.7
2,3,1,3,2046,13.7
2,3,1,3,2047,13.7
2,3,1,3,2048,13.7
2,3,1,3,2049,13.7
2,3,1,3,2050,13.7
2,3,2,1,2023,21.9
2,3,2,1,2024,22.3
2,3,2,1,2025,22.6
2,3,2,1,2026,23
2,3,2,1,2027,23.3
2,3,2,1,2028,23.6
2,3,2,1,2029,24
2,3,2,1,2030,24.3
2,3,2,1,2031,24.6
2,3,2,1,2032,25
2,3,2,1,2033,25.3
2,3,2,1,2034,25.6
2,3,2,1,2035,26
2,3,2,1,2036,26.3
2,3,2,1,2037,26.6
2,3,2,1,2038,27
2,3,2,1,2039,27.3
2,3,2,1,2040,27.6
2,3,2,1,2041,28
2,3,2,1,2042,28.3
2,3,2,1,2043,28.6
2,3,2,1,2044,29
2,3,2,1,2045,29.3
2,3,2,1,2046,29.6
2,3,2,1,2047,30
2,3,2,1,2048,30.3
2,3,2,1,2049,30.6
2,3,2,1,2050,31
2,3,2,2,2023,29.44285714
2,3,2,2,2024,29.54285714
2,3,2,2,2025,29.64285714
2,3,2,2,2026,29.73571429
2,3,2,2,2027,29.84285714
2,3,2,2,2028,29.95714286
2,3,2,2,2029,30.04285714
2,3,2,2,2030,30.14285714
2,3,2,2,2031,30.25714286
2,3,2,2,2032,30.35
2,3,2,2,2033,30.44285714
2,3,2,2,2034,30.55714286
2,3,2,2,2035,30.65714286
2,3,2,2,2036,30.74285714
2,3,2,2,2037,30.85714286
2,3,2,2,2038,30.96428571
2,3,2,2,2039,31.04285714
2,3,2,2,2040,31.14285714
